Gender	Reference period	Province	Population	Age Group	Births	Deaths	Migration Effect
Women	2027	Ontario	166680	80 to 84 years	0.0	7154.0	-68.0
Women	2027	Ontario	92708	85 to 89 years	0.0	7674.0	-6.0
Women	2027	Ontario	43817	90 years and older	0.0	9493.0	-11.0
Men	2027	Manitoba	8427	0 years	8553.0	58.0	-68.0
Men	2027	Manitoba	46163	5 to 9 years	0.0	6.0	-217.0
Men	2027	Manitoba	45590	10 to 14 years	0.0	7.0	-283.0
Men	2027	Manitoba	45259	15 to 19 years	0.0	33.0	-193.0
Men	2027	Manitoba	59151	20 to 24 years	0.0	63.0	192.0
Men	2027	Manitoba	56678	25 to 29 years	0.0	80.0	-515.0
Men	2027	Manitoba	51590	30 to 34 years	0.0	81.0	-546.0
Men	2027	Manitoba	49063	35 to 39 years	0.0	92.0	-468.0
Men	2027	Manitoba	46481	40 to 44 years	0.0	108.0	-313.0
Men	2027	Manitoba	42048	45 to 49 years	0.0	129.0	-209.0
Men	2027	Manitoba	39307	50 to 54 years	0.0	193.0	-155.0
Men	2027	Manitoba	39367	55 to 59 years	0.0	286.0	-127.0
Men	2027	Manitoba	41933	60 to 64 years	0.0	463.0	-63.0
Men	2027	Manitoba	35693	65 to 69 years	0.0	596.0	-36.0
Men	2027	Manitoba	26217	70 to 74 years	0.0	709.0	-49.0
Men	2027	Manitoba	18189	75 to 79 years	0.0	765.0	-17.0
Men	2027	Manitoba	9496	80 to 84 years	0.0	692.0	-10.0
Men	2027	Manitoba	4092	85 to 89 years	0.0	545.0	-1.0
Men	2027	Manitoba	1206	90 years and older	0.0	367.0	0.0
Women	2027	Manitoba	8451	0 years	8553.0	48.0	-54.0
Women	2027	Manitoba	43146	5 to 9 years	0.0	5.0	-238.0
Women	2027	Manitoba	42840	10 to 14 years	0.0	9.0	-233.0
Women	2027	Manitoba	42163	15 to 19 years	0.0	20.0	-208.0
Women	2027	Manitoba	50063	20 to 24 years	0.0	38.0	-35.0
Women	2027	Manitoba	48475	25 to 29 years	0.0	46.0	-543.0
Women	2027	Manitoba	48300	30 to 34 years	0.0	50.0	-422.0
Women	2027	Manitoba	47483	35 to 39 years	0.0	52.0	-381.0
Women	2027	Manitoba	44766	40 to 44 years	0.0	68.0	-391.0
Women	2027	Manitoba	41023	45 to 49 years	0.0	84.0	-190.0
Women	2027	Manitoba	39675	50 to 54 years	0.0	125.0	-136.0
Women	2027	Manitoba	40400	55 to 59 years	0.0	185.0	-88.0
Women	2027	Manitoba	42845	60 to 64 years	0.0	303.0	-103.0
Women	2027	Manitoba	37860	65 to 69 years	0.0	397.0	-64.0
Women	2027	Manitoba	30036	70 to 74 years	0.0	513.0	-63.0
Women	2027	Manitoba	21987	75 to 79 years	0.0	624.0	-1.0
Women	2027	Manitoba	13252	80 to 84 years	0.0	648.0	-19.0
Women	2027	Manitoba	7293	85 to 89 years	0.0	664.0	0.0
Women	2027	Manitoba	3729	90 years and older	0.0	861.0	1.0
Men	2027	Saskatchewan	6979	0 years	7107.0	45.0	-83.0
Men	2027	Saskatchewan	39546	5 to 9 years	0.0	6.0	-289.0
Men	2027	Saskatchewan	40820	10 to 14 years	0.0	8.0	-232.0
Men	2027	Saskatchewan	38242	15 to 19 years	0.0	34.0	-172.0
Men	2027	Saskatchewan	39124	20 to 24 years	0.0	54.0	-128.0
Men	2027	Saskatchewan	37739	25 to 29 years	0.0	63.0	-616.0
Men	2027	Saskatchewan	41123	30 to 34 years	0.0	74.0	-486.0
Men	2027	Saskatchewan	43206	35 to 39 years	0.0	85.0	-332.0
Men	2027	Saskatchewan	40807	40 to 44 years	0.0	103.0	-317.0
Men	2027	Saskatchewan	35460	45 to 49 years	0.0	128.0	-176.0
Men	2027	Saskatchewan	32040	50 to 54 years	0.0	166.0	-110.0
Men	2027	Saskatchewan	32700	55 to 59 years	0.0	237.0	-76.0
Men	2027	Saskatchewan	36229	60 to 64 years	0.0	384.0	-97.0
Men	2027	Saskatchewan	32093	65 to 69 years	0.0	515.0	-83.0
Men	2027	Saskatchewan	23421	70 to 74 years	0.0	600.0	-19.0
Men	2027	Saskatchewan	15061	75 to 79 years	0.0	623.0	-8.0
Men	2027	Saskatchewan	8098	80 to 84 years	0.0	598.0	-29.0
Men	2027	Saskatchewan	3574	85 to 89 years	0.0	482.0	-3.0
Men	2027	Saskatchewan	1254	90 years and older	0.0	368.0	0.0
Women	2027	Saskatchewan	7021	0 years	7107.0	37.0	-49.0
Women	2027	Saskatchewan	37847	5 to 9 years	0.0	4.0	-293.0
Women	2027	Saskatchewan	37974	10 to 14 years	0.0	6.0	-209.0
Women	2027	Saskatchewan	35287	15 to 19 years	0.0	19.0	-270.0
Women	2027	Saskatchewan	34847	20 to 24 years	0.0	29.0	-245.0
Women	2027	Saskatchewan	34702	25 to 29 years	0.0	36.0	-584.0
Women	2027	Saskatchewan	39522	30 to 34 years	0.0	41.0	-449.0
Women	2027	Saskatchewan	42324	35 to 39 years	0.0	54.0	-297.0
Women	2027	Saskatchewan	39210	40 to 44 years	0.0	62.0	-304.0
Women	2027	Saskatchewan	34255	45 to 49 years	0.0	78.0	-131.0
Women	2027	Saskatchewan	31639	50 to 54 years	0.0	102.0	-133.0
Women	2027	Saskatchewan	33232	55 to 59 years	0.0	152.0	-62.0
Women	2027	Saskatchewan	36784	60 to 64 years	0.0	247.0	-105.0
Women	2027	Saskatchewan	33363	65 to 69 years	0.0	341.0	-101.0
Women	2027	Saskatchewan	24637	70 to 74 years	0.0	419.0	-58.0
Women	2027	Saskatchewan	17554	75 to 79 years	0.0	478.0	-8.0
Women	2027	Saskatchewan	11190	80 to 84 years	0.0	530.0	-26.0
Women	2027	Saskatchewan	6719	85 to 89 years	0.0	581.0	-16.0
Women	2027	Saskatchewan	3350	90 years and older	0.0	774.0	-15.0
Men	2027	Alberta	27361	0 years	27523.0	143.0	-19.0
Men	2027	Alberta	151521	5 to 9 years	0.0	15.0	184.0
Men	2027	Alberta	152438	10 to 14 years	0.0	21.0	145.0
Men	2027	Alberta	146911	15 to 19 years	0.0	92.0	461.0
Men	2027	Alberta	153642	20 to 24 years	0.0	166.0	1255.0
Men	2027	Alberta	167270	25 to 29 years	0.0	240.0	625.0
Men	2027	Alberta	185676	30 to 34 years	0.0	295.0	291.0
Men	2027	Alberta	192316	35 to 39 years	0.0	349.0	363.0
Men	2027	Alberta	180107	40 to 44 years	0.0	374.0	216.0
Men	2027	Alberta	153703	45 to 49 years	0.0	434.0	-26.0
Men	2027	Alberta	139339	50 to 54 years	0.0	574.0	-253.0
Men	2027	Alberta	130205	55 to 59 years	0.0	834.0	-415.0
Men	2027	Alberta	133528	60 to 64 years	0.0	1277.0	-284.0
Men	2027	Alberta	114297	65 to 69 years	0.0	1639.0	5.0
Men	2027	Alberta	80046	70 to 74 years	0.0	1812.0	113.0
Men	2027	Alberta	52615	75 to 79 years	0.0	1941.0	105.0
Men	2027	Alberta	27318	80 to 84 years	0.0	1790.0	64.0
Men	2027	Alberta	12004	85 to 89 years	0.0	1468.0	24.0
Men	2027	Alberta	3505	90 years and older	0.0	1008.0	7.0
Women	2027	Alberta	27438	0 years	27523.0	125.0	40.0
Women	2027	Alberta	143156	5 to 9 years	0.0	12.0	119.0
Women	2027	Alberta	143566	10 to 14 years	0.0	17.0	177.0
Women	2027	Alberta	137094	15 to 19 years	0.0	43.0	200.0
Women	2027	Alberta	144516	20 to 24 years	0.0	84.0	1040.0
Women	2027	Alberta	159552	25 to 29 years	0.0	98.0	651.0
Women	2027	Alberta	183357	30 to 34 years	0.0	131.0	246.0
Women	2027	Alberta	187397	35 to 39 years	0.0	164.0	157.0
Women	2027	Alberta	174802	40 to 44 years	0.0	200.0	279.0
Women	2027	Alberta	148344	45 to 49 years	0.0	245.0	-64.0
Women	2027	Alberta	136108	50 to 54 years	0.0	353.0	-190.0
Women	2027	Alberta	131642	55 to 59 years	0.0	506.0	-184.0
Women	2027	Alberta	137895	60 to 64 years	0.0	807.0	-12.0
Women	2027	Alberta	120354	65 to 69 years	0.0	1092.0	236.0
Women	2027	Alberta	88412	70 to 74 years	0.0	1290.0	324.0
Women	2027	Alberta	61384	75 to 79 years	0.0	1540.0	243.0
Women	2027	Alberta	36090	80 to 84 years	0.0	1585.0	124.0
Women	2027	Alberta	19617	85 to 89 years	0.0	1670.0	60.0
Women	2027	Alberta	8704	90 years and older	0.0	1972.0	28.0
Men	2027	British Columbia	25934	0 years	25940.0	96.0	90.0
Men	2027	British Columbia	134315	5 to 9 years	0.0	12.0	421.0
Men	2027	British Columbia	139704	10 to 14 years	0.0	13.0	257.0
Men	2027	British Columbia	149794	15 to 19 years	0.0	73.0	73.0
Men	2027	British Columbia	185990	20 to 24 years	0.0	168.0	844.0
Men	2027	British Columbia	224301	25 to 29 years	0.0	287.0	1804.0
Men	2027	British Columbia	230666	30 to 34 years	0.0	349.0	1309.0
Men	2027	British Columbia	209790	35 to 39 years	0.0	372.0	839.0
Men	2027	British Columbia	189231	40 to 44 years	0.0	407.0	781.0
Men	2027	British Columbia	164021	45 to 49 years	0.0	460.0	501.0
Men	2027	British Columbia	164948	50 to 54 years	0.0	682.0	461.0
Men	2027	British Columbia	166672	55 to 59 years	0.0	1012.0	570.0
Men	2027	British Columbia	173934	60 to 64 years	0.0	1577.0	443.0
Men	2027	British Columbia	154821	65 to 69 years	0.0	2064.0	280.0
Men	2027	British Columbia	124510	70 to 74 years	0.0	2518.0	86.0
Men	2027	British Columbia	87959	75 to 79 years	0.0	2938.0	-5.0
Men	2027	British Columbia	48122	80 to 84 years	0.0	2893.0	1.0
Men	2027	British Columbia	21353	85 to 89 years	0.0	2492.0	0.0
Men	2027	British Columbia	6802	90 years and older	0.0	1814.0	-8.0
Women	2027	British Columbia	25888	0 years	25940.0	90.0	38.0
Women	2027	British Columbia	127708	5 to 9 years	0.0	12.0	425.0
Women	2027	British Columbia	130965	10 to 14 years	0.0	10.0	255.0
Women	2027	British Columbia	142241	15 to 19 years	0.0	42.0	216.0
Women	2027	British Columbia	178917	20 to 24 years	0.0	71.0	831.0
Women	2027	British Columbia	213482	25 to 29 years	0.0	103.0	1564.0
Women	2027	British Columbia	222202	30 to 34 years	0.0	128.0	1319.0
Women	2027	British Columbia	204627	35 to 39 years	0.0	163.0	772.0
Women	2027	British Columbia	188485	40 to 44 years	0.0	186.0	612.0
Women	2027	British Columbia	170037	45 to 49 years	0.0	247.0	504.0
Women	2027	British Columbia	176910	50 to 54 years	0.0	383.0	571.0
Women	2027	British Columbia	177033	55 to 59 years	0.0	593.0	424.0
Women	2027	British Columbia	186639	60 to 64 years	0.0	946.0	434.0
Women	2027	British Columbia	171770	65 to 69 years	0.0	1329.0	258.0
Women	2027	British Columbia	139285	70 to 74 years	0.0	1780.0	19.0
Women	2027	British Columbia	101074	75 to 79 years	0.0	2286.0	-85.0
Women	2027	British Columbia	60900	80 to 84 years	0.0	2534.0	16.0
Women	2027	British Columbia	32125	85 to 89 years	0.0	2661.0	-29.0
Women	2027	British Columbia	14726	90 years and older	0.0	3217.0	1.0
Men	2027	Yukon	273	0 years	272.0	1.0	2.0
Men	2027	Yukon	1310	5 to 9 years	0.0	0.0	9.0
Men	2027	Yukon	1328	10 to 14 years	0.0	0.0	0.0
Men	2027	Yukon	1254	15 to 19 years	0.0	1.0	11.0
Men	2027	Yukon	1496	20 to 24 years	0.0	3.0	42.0
Men	2027	Yukon	1942	25 to 29 years	0.0	5.0	46.0
Men	2027	Yukon	2117	30 to 34 years	0.0	5.0	36.0
Men	2027	Yukon	2154	35 to 39 years	0.0	5.0	47.0
Men	2027	Yukon	1782	40 to 44 years	0.0	3.0	15.0
Men	2027	Yukon	1442	45 to 49 years	0.0	4.0	7.0
Men	2027	Yukon	1339	50 to 54 years	0.0	5.0	1.0
Men	2027	Yukon	1267	55 to 59 years	0.0	6.0	-6.0
Men	2027	Yukon	1388	60 to 64 years	0.0	13.0	-1.0
Men	2027	Yukon	1226	65 to 69 years	0.0	19.0	-10.0
Men	2027	Yukon	849	70 to 74 years	0.0	23.0	-5.0
Men	2027	Yukon	568	75 to 79 years	0.0	25.0	-3.0
Men	2027	Yukon	230	80 to 84 years	0.0	21.0	0.0
Men	2027	Yukon	78	85 to 89 years	0.0	10.0	0.0
Men	2027	Yukon	35	90 years and older	0.0	8.0	0.0
Women	2027	Yukon	274	0 years	272.0	1.0	3.0
Women	2027	Yukon	1264	5 to 9 years	0.0	0.0	8.0
Women	2027	Yukon	1177	10 to 14 years	0.0	0.0	6.0
Women	2027	Yukon	1111	15 to 19 years	0.0	0.0	4.0
Women	2027	Yukon	1497	20 to 24 years	0.0	0.0	42.0
Women	2027	Yukon	2010	25 to 29 years	0.0	1.0	53.0
Women	2027	Yukon	2215	30 to 34 years	0.0	3.0	34.0
Women	2027	Yukon	2211	35 to 39 years	0.0	0.0	35.0
Women	2027	Yukon	1756	40 to 44 years	0.0	3.0	11.0
Women	2027	Yukon	1469	45 to 49 years	0.0	2.0	1.0
Women	2027	Yukon	1339	50 to 54 years	0.0	2.0	-20.0
Women	2027	Yukon	1223	55 to 59 years	0.0	7.0	-3.0
Women	2027	Yukon	1494	60 to 64 years	0.0	7.0	-2.0
Women	2027	Yukon	1171	65 to 69 years	0.0	14.0	-15.0
Women	2027	Yukon	807	70 to 74 years	0.0	20.0	-1.0
Women	2027	Yukon	542	75 to 79 years	0.0	17.0	2.0
Women	2027	Yukon	200	80 to 84 years	0.0	13.0	0.0
Women	2027	Yukon	100	85 to 89 years	0.0	10.0	0.0
Women	2027	Yukon	37	90 years and older	0.0	6.0	0.0
Men	2027	Northwest Territories	281	0 years	283.0	1.0	-1.0
Men	2027	Northwest Territories	1444	5 to 9 years	0.0	0.0	-17.0
Men	2027	Northwest Territories	1357	10 to 14 years	0.0	0.0	-18.0
Men	2027	Northwest Territories	1379	15 to 19 years	0.0	0.0	-11.0
Men	2027	Northwest Territories	1541	20 to 24 years	0.0	2.0	30.0
Men	2027	Northwest Territories	1992	25 to 29 years	0.0	4.0	8.0
Men	2027	Northwest Territories	1913	30 to 34 years	0.0	5.0	-23.0
Men	2027	Northwest Territories	1699	35 to 39 years	0.0	5.0	-5.0
Men	2027	Northwest Territories	1518	40 to 44 years	0.0	4.0	-22.0
Men	2027	Northwest Territories	1354	45 to 49 years	0.0	5.0	-19.0
Men	2027	Northwest Territories	1531	50 to 54 years	0.0	6.0	0.0
Men	2027	Northwest Territories	1361	55 to 59 years	0.0	9.0	-13.0
Men	2027	Northwest Territories	1275	60 to 64 years	0.0	15.0	-33.0
Men	2027	Northwest Territories	801	65 to 69 years	0.0	16.0	-28.0
Men	2027	Northwest Territories	544	70 to 74 years	0.0	19.0	-4.0
Men	2027	Northwest Territories	356	75 to 79 years	0.0	19.0	-1.0
Men	2027	Northwest Territories	138	80 to 84 years	0.0	12.0	0.0
Men	2027	Northwest Territories	57	85 to 89 years	0.0	10.0	0.0
Men	2027	Northwest Territories	18	90 years and older	0.0	5.0	0.0
Women	2027	Northwest Territories	272	0 years	283.0	1.0	-10.0
Women	2027	Northwest Territories	1446	5 to 9 years	0.0	0.0	-5.0
Women	2027	Northwest Territories	1428	10 to 14 years	0.0	0.0	-12.0
Women	2027	Northwest Territories	1349	15 to 19 years	0.0	0.0	0.0
Women	2027	Northwest Territories	1463	20 to 24 years	0.0	2.0	3.0
Women	2027	Northwest Territories	1765	25 to 29 years	0.0	1.0	17.0
Women	2027	Northwest Territories	1736	30 to 34 years	0.0	1.0	-31.0
Women	2027	Northwest Territories	1624	35 to 39 years	0.0	1.0	-17.0
Women	2027	Northwest Territories	1536	40 to 44 years	0.0	2.0	-15.0
Women	2027	Northwest Territories	1355	45 to 49 years	0.0	3.0	-10.0
Women	2027	Northwest Territories	1398	50 to 54 years	0.0	5.0	-7.0
Women	2027	Northwest Territories	1178	55 to 59 years	0.0	6.0	-44.0
Women	2027	Northwest Territories	1194	60 to 64 years	0.0	9.0	-10.0
Women	2027	Northwest Territories	778	65 to 69 years	0.0	9.0	-22.0
Women	2027	Northwest Territories	553	70 to 74 years	0.0	13.0	0.0
Women	2027	Northwest Territories	333	75 to 79 years	0.0	14.0	0.0
Women	2027	Northwest Territories	173	80 to 84 years	0.0	16.0	-3.0
Women	2027	Northwest Territories	53	85 to 89 years	0.0	8.0	0.0
Women	2027	Northwest Territories	36	90 years and older	0.0	8.0	0.0
Men	2027	Nunavut	430	0 years	442.0	8.0	-4.0
Men	2027	Nunavut	2186	5 to 9 years	0.0	0.0	-16.0
Men	2027	Nunavut	1891	10 to 14 years	0.0	1.0	-16.0
Men	2027	Nunavut	1657	15 to 19 years	0.0	7.0	-2.0
Men	2027	Nunavut	1639	20 to 24 years	0.0	7.0	3.0
Men	2027	Nunavut	1632	25 to 29 years	0.0	7.0	5.0
Men	2027	Nunavut	1635	30 to 34 years	0.0	6.0	-7.0
Men	2027	Nunavut	1431	35 to 39 years	0.0	5.0	1.0
Men	2027	Nunavut	1210	40 to 44 years	0.0	5.0	-6.0
Men	2027	Nunavut	1114	45 to 49 years	0.0	6.0	11.0
Men	2027	Nunavut	1096	50 to 54 years	0.0	7.0	13.0
Men	2027	Nunavut	909	55 to 59 years	0.0	9.0	-16.0
Men	2027	Nunavut	630	60 to 64 years	0.0	9.0	-21.0
Men	2027	Nunavut	331	65 to 69 years	0.0	9.0	-13.0
Men	2027	Nunavut	224	70 to 74 years	0.0	9.0	-3.0
Men	2027	Nunavut	115	75 to 79 years	0.0	7.0	-2.0
Men	2027	Nunavut	35	80 to 84 years	0.0	5.0	0.0
Men	2027	Nunavut	18	85 to 89 years	0.0	1.0	0.0
Men	2027	Nunavut	7	90 years and older	0.0	0.0	0.0
Women	2027	Nunavut	427	0 years	442.0	6.0	-9.0
Women	2027	Nunavut	2155	5 to 9 years	0.0	0.0	-6.0
Women	2027	Nunavut	2000	10 to 14 years	0.0	1.0	-6.0
Women	2027	Nunavut	1758	15 to 19 years	0.0	2.0	-4.0
Women	2027	Nunavut	1574	20 to 24 years	0.0	2.0	-3.0
Women	2027	Nunavut	1669	25 to 29 years	0.0	3.0	8.0
Women	2027	Nunavut	1537	30 to 34 years	0.0	3.0	-14.0
Women	2027	Nunavut	1250	35 to 39 years	0.0	3.0	-19.0
Women	2027	Nunavut	1148	40 to 44 years	0.0	2.0	1.0
Women	2027	Nunavut	960	45 to 49 years	0.0	3.0	-3.0
Women	2027	Nunavut	1167	50 to 54 years	0.0	6.0	6.0
Women	2027	Nunavut	911	55 to 59 years	0.0	5.0	-6.0
Women	2027	Nunavut	541	60 to 64 years	0.0	8.0	-16.0
Women	2027	Nunavut	319	65 to 69 years	0.0	7.0	-12.0
Women	2027	Nunavut	234	70 to 74 years	0.0	8.0	-2.0
Women	2027	Nunavut	99	75 to 79 years	0.0	8.0	-1.0
Women	2027	Nunavut	44	80 to 84 years	0.0	5.0	0.0
Women	2027	Nunavut	21	85 to 89 years	0.0	4.0	0.0
Women	2027	Nunavut	7	90 years and older	0.0	1.0	0.0
Men	2028	Alberta	107455	1 to 4 years	0.0	22.0	67.0
Men	2028	British Columbia	93147	1 to 4 years	0.0	12.0	352.0
Men	2028	Manitoba	33039	1 to 4 years	0.0	11.0	-189.0
Men	2028	New Brunswick	14831	1 to 4 years	0.0	1.0	106.0
Men	2028	Newfoundland and Labrador	8200	1 to 4 years	0.0	0.0	13.0
Men	2028	Northwest Territories	1074	1 to 4 years	0.0	0.0	-11.0
Men	2028	Nova Scotia	17977	1 to 4 years	0.0	3.0	106.0
Men	2028	Nunavut	1675	1 to 4 years	0.0	1.0	-12.0
Men	2028	Ontario	294301	1 to 4 years	0.0	55.0	68.0
Men	2028	Prince Edward Island	3110	1 to 4 years	0.0	0.0	29.0
Men	2028	Quebec	175954	1 to 4 years	0.0	29.0	-223.0
Men	2028	Saskatchewan	27800	1 to 4 years	0.0	9.0	-275.0
Men	2028	Yukon	990	1 to 4 years	0.0	0.0	14.0
Women	2028	Alberta	102317	1 to 4 years	0.0	18.0	72.0
Women	2028	British Columbia	88771	1 to 4 years	0.0	13.0	294.0
Women	2028	Manitoba	31968	1 to 4 years	0.0	8.0	-208.0
Women	2028	New Brunswick	13746	1 to 4 years	0.0	1.0	95.0
Women	2028	Newfoundland and Labrador	7768	1 to 4 years	0.0	1.0	10.0
Women	2028	Northwest Territories	993	1 to 4 years	0.0	0.0	-17.0
Women	2028	Nova Scotia	17081	1 to 4 years	0.0	2.0	102.0
Women	2028	Nunavut	1616	1 to 4 years	0.0	1.0	-16.0
Women	2028	Ontario	282492	1 to 4 years	0.0	33.0	85.0
Women	2028	Prince Edward Island	3068	1 to 4 years	0.0	0.0	35.0
Women	2028	Quebec	165894	1 to 4 years	0.0	21.0	-191.0
Women	2028	Saskatchewan	26700	1 to 4 years	0.0	8.0	-227.0
Women	2028	Yukon	960	1 to 4 years	0.0	0.0	11.0
Men	2028	Newfoundland and Labrador	1905	0 years	1906.0	10.0	9.0
Men	2028	Newfoundland and Labrador	12012	5 to 9 years	0.0	1.0	-4.0
Men	2028	Newfoundland and Labrador	13261	10 to 14 years	0.0	1.0	6.0
Men	2028	Newfoundland and Labrador	14052	15 to 19 years	0.0	6.0	-40.0
Men	2028	Newfoundland and Labrador	14416	20 to 24 years	0.0	11.0	-218.0
Men	2028	Newfoundland and Labrador	14147	25 to 29 years	0.0	16.0	-173.0
Men	2028	Newfoundland and Labrador	14878	30 to 34 years	0.0	19.0	-109.0
Men	2028	Newfoundland and Labrador	15382	35 to 39 years	0.0	25.0	-64.0
Men	2028	Newfoundland and Labrador	15557	40 to 44 years	0.0	33.0	-65.0
Men	2028	Newfoundland and Labrador	16897	45 to 49 years	0.0	50.0	52.0
Men	2028	Newfoundland and Labrador	18343	50 to 54 years	0.0	85.0	39.0
Men	2028	Newfoundland and Labrador	20487	55 to 59 years	0.0	149.0	81.0
Men	2028	Newfoundland and Labrador	20750	60 to 64 years	0.0	234.0	73.0
Men	2028	Newfoundland and Labrador	19043	65 to 69 years	0.0	319.0	49.0
Men	2028	Newfoundland and Labrador	15210	70 to 74 years	0.0	427.0	10.0
Men	2028	Newfoundland and Labrador	10125	75 to 79 years	0.0	470.0	6.0
Men	2028	Newfoundland and Labrador	4336	80 to 84 years	0.0	377.0	2.0
Men	2028	Newfoundland and Labrador	1416	85 to 89 years	0.0	232.0	1.0
Men	2028	Newfoundland and Labrador	261	90 years and older	0.0	88.0	0.0
Women	2028	Newfoundland and Labrador	1900	0 years	1906.0	8.0	2.0
Women	2028	Newfoundland and Labrador	11561	5 to 9 years	0.0	1.0	10.0
Women	2028	Newfoundland and Labrador	12507	10 to 14 years	0.0	1.0	0.0
Women	2028	Newfoundland and Labrador	12935	15 to 19 years	0.0	4.0	-38.0
Women	2028	Newfoundland and Labrador	13221	20 to 24 years	0.0	4.0	-173.0
Women	2028	Newfoundland and Labrador	13153	25 to 29 years	0.0	8.0	-115.0
Women	2028	Newfoundland and Labrador	14759	30 to 34 years	0.0	9.0	-58.0
Women	2028	Newfoundland and Labrador	16003	35 to 39 years	0.0	14.0	0.0
Women	2028	Newfoundland and Labrador	16417	40 to 44 years	0.0	19.0	-15.0
Women	2028	Newfoundland and Labrador	17491	45 to 49 years	0.0	32.0	56.0
Women	2028	Newfoundland and Labrador	19459	50 to 54 years	0.0	55.0	41.0
Women	2028	Newfoundland and Labrador	21599	55 to 59 years	0.0	98.0	88.0
Women	2028	Newfoundland and Labrador	21623	60 to 64 years	0.0	158.0	66.0
Women	2028	Newfoundland and Labrador	20468	65 to 69 years	0.0	228.0	18.0
Women	2028	Newfoundland and Labrador	17081	70 to 74 years	0.0	324.0	-11.0
Women	2028	Newfoundland and Labrador	11979	75 to 79 years	0.0	403.0	17.0
Women	2028	Newfoundland and Labrador	6020	80 to 84 years	0.0	373.0	-5.0
Women	2028	Newfoundland and Labrador	2507	85 to 89 years	0.0	304.0	0.0
Women	2028	Newfoundland and Labrador	755	90 years and older	0.0	207.0	0.0
Men	2028	Prince Edward Island	868	0 years	852.0	2.0	18.0
Men	2028	Prince Edward Island	4468	5 to 9 years	0.0	0.0	7.0
Men	2028	Prince Edward Island	4637	10 to 14 years	0.0	0.0	-3.0
Men	2028	Prince Edward Island	4883	15 to 19 years	0.0	2.0	-5.0
Men	2028	Prince Edward Island	7820	20 to 24 years	0.0	3.0	145.0
Men	2028	Prince Edward Island	6602	25 to 29 years	0.0	4.0	-36.0
Men	2028	Prince Edward Island	5639	30 to 34 years	0.0	4.0	37.0
Men	2028	Prince Edward Island	5124	35 to 39 years	0.0	3.0	16.0
Men	2028	Prince Edward Island	4911	40 to 44 years	0.0	6.0	-10.0
Men	2028	Prince Edward Island	4940	45 to 49 years	0.0	9.0	3.0
Men	2028	Prince Edward Island	5113	50 to 54 years	0.0	20.0	0.0
Men	2028	Prince Edward Island	5566	55 to 59 years	0.0	32.0	47.0
Men	2028	Prince Edward Island	5792	60 to 64 years	0.0	55.0	31.0
Men	2028	Prince Edward Island	5182	65 to 69 years	0.0	76.0	41.0
Men	2028	Prince Edward Island	4053	70 to 74 years	0.0	98.0	23.0
Men	2028	Prince Edward Island	2774	75 to 79 years	0.0	116.0	-6.0
Men	2028	Prince Edward Island	1168	80 to 84 years	0.0	93.0	-7.0
Men	2028	Prince Edward Island	471	85 to 89 years	0.0	70.0	0.0
Men	2028	Prince Edward Island	120	90 years and older	0.0	35.0	0.0
Women	2028	Prince Edward Island	858	0 years	852.0	4.0	10.0
Women	2028	Prince Edward Island	4239	5 to 9 years	0.0	0.0	31.0
Women	2028	Prince Edward Island	4544	10 to 14 years	0.0	0.0	1.0
Women	2028	Prince Edward Island	4743	15 to 19 years	0.0	0.0	-21.0
Women	2028	Prince Edward Island	7236	20 to 24 years	0.0	1.0	74.0
Women	2028	Prince Edward Island	6048	25 to 29 years	0.0	1.0	8.0
Women	2028	Prince Edward Island	5712	30 to 34 years	0.0	2.0	51.0
Women	2028	Prince Edward Island	5445	35 to 39 years	0.0	3.0	-2.0
Women	2028	Prince Edward Island	5390	40 to 44 years	0.0	5.0	-21.0
Women	2028	Prince Edward Island	5284	45 to 49 years	0.0	6.0	14.0
Women	2028	Prince Edward Island	5476	50 to 54 years	0.0	12.0	19.0
Women	2028	Prince Edward Island	5995	55 to 59 years	0.0	20.0	56.0
Women	2028	Prince Edward Island	6322	60 to 64 years	0.0	36.0	31.0
Women	2028	Prince Edward Island	5821	65 to 69 years	0.0	49.0	35.0
Women	2028	Prince Edward Island	4682	70 to 74 years	0.0	72.0	18.0
Women	2028	Prince Edward Island	3397	75 to 79 years	0.0	89.0	3.0
